Make,Model,Engine HP,highway MPG,MSRP,log_MSRP,Engine HP_scaled,highway MPG_scaled,log_MSRP_scaled,value_gap,Cluster,Segmen,Cluster_A,harga_per_hp,Baseline
Toyota,Prius,121.0,50.0,26860.0,10.198430699466112,-1.3282419415168045,3.6538988483709853,-0.7643116785853131,0.37520790054725417,1,Standard Value,2,221.98347107438016,High
Toyota,Prius Prime,121.0,53.0,28800.0,10.268165387743457,-1.3282419415168045,4.134887220725676,-0.6586289146844858,0.4071310407498512,1,Standard Value,2,238.01652892561984,High
Toyota,Prius c,99.0,46.0,21355.0,9.969088009620076,-1.4955055924265348,3.012581018564732,-1.1118800113924079,0.4897643120723245,1,Standard Value,2,215.7070707070707,High
Toyota,Prius v,134.0,40.0,28877.5,10.27085265259971,-1.2294043296156005,2.050604273855351,-0.65455637081345,0.42441988284253185,1,Standard Value,2,215.5037313432836,High
Toyota,RAV4,176.0,29.0,28340.0,10.252064798437244,-0.9100828142424792,0.28698024188815374,-0.6830293217178595,0.14552841597867783,1,Standard Value,2,161.02272727272728,Mid
Toyota,RAV4 Hybrid,194.0,30.0,32185.0,10.37928685437844,-0.7732307362254273,0.44730969933971715,-0.4902245808758572,0.11773554325495184,1,Standard Value,2,165.9020618556701,Mid
Toyota,Sequoia,381.0,17.0,56580.0,10.943428518789158,0.6485102965072791,-1.6369732475306074,0.36473084804095557,-0.14138373653664793,0,High Value,1,148.50393700787401,Mid
Toyota,Sienna,266.0,25.0,38455.0,10.557270009573797,-0.22582242415721945,-0.35433758791809994,-0.22049150780286864,-0.10288727148566501,0,High Value,1,144.56766917293234,Mid
Toyota,Tacoma,278.0,23.0,29690.0,10.2985992485648,-0.13458770547918483,-0.6749965028212268,-0.6125064667718938,-0.4008834792401714,0,High Value,1,106.79856115107914,Low
Toyota,Tundra,381.0,17.0,35040.0,10.464274083455889,0.6485102965072791,-1.6369732475306074,-0.36142662555330585,-0.6205381718699172,0,High Value,1,91.96850393700787,Low
Toyota,Venza,268.0,26.0,32960.0,10.403080323368991,-0.21061663771088035,-0.19400813046653653,-0.454165631910469,-0.2806360194129116,0,High Value,1,122.98507462686567,Low
Toyota,Yaris,106.0,36.0,16555.0,9.714503852868623,-1.4422853398643478,1.4092864440490975,-1.4977017307618188,0.2613007972878929,1,Standard Value,2,156.17924528301887,Mid
Toyota,Yaris iA,106.0,39.5,16500.0,9.711176264112805,-1.4422853398643478,1.9704395451295695,-1.5027446840685221,0.2138597357782004,1,Standard Value,2,155.66037735849056,Mid
Volkswagen,Beetle,170.0,33.0,25935.0,10.163387243975457,-0.9557001735814965,0.9282980716944074,-0.8174199568952228,0.05716357865987298,1,Standard Value,2,152.55882352941177,Mid
Volkswagen,Beetle Convertible,170.0,32.0,30497.5,10.325432781058241,-0.9557001735814965,0.767968614242844,-0.571840308376649,0.23181296510090732,1,Standard Value,2,179.39705882352942,High
Volkswagen,CC,200.0,31.0,34655.0,10.453226149800717,-0.7276133768864099,0.6076391567912806,-0.37816974426386724,0.13452397157409024,1,Standard Value,2,173.275,Mid
Volkswagen,Eos,200.0,30.0,38325.0,10.55388379602844,-0.7276133768864099,0.44730969933971715,-0.22562330684681653,0.2477854671600639,1,Standard Value,2,191.625,High
Volkswagen,GLI,200.0,32.5,26245.0,10.175268875456233,-0.7276133768864099,0.8481333429686256,-0.7994133709971767,-0.1623390768077666,1,Standard Value,2,131.225,Low
Volkswagen,GTI,200.0,32.0,28085.0,10.243026510528125,-0.7276133768864099,0.767968614242844,-0.6967268268012435,-0.08827951705675119,1,Standard Value,2,140.425,Mid
Volkswagen,Golf,170.0,36.0,21595.0,9.980263391338177,-0.9557001735814965,1.4092864440490975,-1.094943745427922,-0.1637718220521549,1,Standard Value,2,127.02941176470588,Low
Volkswagen,Golf Alltrack,170.0,30.0,29430.0,10.289803819583309,-0.9557001735814965,0.44730969933971715,-0.6258359196943847,0.22139170234247274,1,Standard Value,2,173.11764705882354,Mid
Volkswagen,Golf GTI,220.0,33.5,28755.0,10.266601720103763,-0.575555512423019,1.008462800420189,-0.6609986494903243,-0.22300255498134192,1,Standard Value,2,130.70454545454547,Low
Volkswagen,Golf R,292.0,30.0,37325.0,10.527445413743076,-0.028147200354811084,0.44730969933971715,-0.2656906159867322,-0.3321215050682742,0,High Value,1,127.82534246575342,Low
Volkswagen,Golf SportWagen,170.0,35.0,26995.0,10.203443985863297,-0.9557001735814965,1.2489569865975343,-0.7567140542785439,0.07201262183121493,1,Standard Value,2,158.7941176470588,Mid
Volkswagen,Jetta,170.0,37.0,22325.0,10.013507197574677,-0.9557001735814965,1.569615901500661,-1.0445628315320423,-0.14313186517390442,1,Standard Value,2,131.3235294117647,Low
Volkswagen,Jetta GLI,210.0,32.5,27487.5,10.22152301437408,-0.6515844446547144,0.8481333429686256,-0.7293153270617169,-0.18744123664204082,1,Standard Value,2,130.89285714285714,Low
Volkswagen,Jetta Hybrid,170.0,48.0,28485.0,10.257168017494532,-0.9557001735814965,3.3332399334678584,-0.6752954046661247,-0.03811338819479637,1,Standard Value,2,167.55882352941177,Mid
Volkswagen,Jetta SportWagen,140.0,39.0,26662.5,10.19105086793657,-1.183786970276583,1.890274816403788,-0.7754957967398627,0.2931599981315145,1,Standard Value,2,190.44642857142858,High
Volkswagen,New Beetle,150.0,28.0,20390.0,9.922848906014748,-1.1077580380448875,0.1266507844365903,-1.18195526934542,0.06269733786339948,1,Standard Value,2,135.93333333333334,Low
Volkswagen,Passat,170.0,36.0,27995.0,10.23981692180943,-0.9557001735814965,1.4092864440490975,-0.7015909513159696,0.09578170841909817,1,Standard Value,2,164.6764705882353,Mid
Volkswagen,Routan,283.0,25.0,34490.0,10.448453699421849,-0.09657323936333706,-0.35433758791809994,-0.3854023821242723,-0.3023071859075763,0,High Value,1,121.87279151943463,Low
Volkswagen,Tiguan,200.0,26.0,31730.0,10.365049399996163,-0.7276133768864099,-0.19400813046653653,-0.5118014111048356,0.10936646856078625,1,Standard Value,1,158.65,Mid
Volkswagen,Touareg,280.0,23.0,52982.5,10.877735823309175,-0.11938191903284572,-0.6749965028212268,0.2651737151717535,0.1677690791958959,0,High Value,1,189.22321428571428,High
Volvo,C30,227.0,29.0,26300.0,10.177362240256695,-0.5223352598608321,0.28698024188815374,-0.7962408813305466,-0.3013342656371769,0,High Value,2,115.85903083700441,Low
Volvo,C70,227.0,28.0,40450.0,10.60784664405992,-0.5223352598608321,0.1266507844365903,-0.1438427315146992,0.14175398752429835,1,Standard Value,1,178.19383259911893,High
Volvo,S40,227.0,30.0,31150.0,10.346601626429049,-0.5223352598608321,0.44730969933971715,-0.539758970628661,-0.14469872882307122,1,Standard Value,2,137.22466960352423,Low
Volvo,S60,250.0,31.0,39925.0,10.5947830197326,-0.3474687157279323,0.6076391567912806,-0.1636406249243972,-0.05026972900843951,1,Standard Value,1,159.7,Mid
Volvo,S60 Cross Country,240.0,30.0,44200.0,10.69650269224425,-0.42349764795962785,0.44730969933971715,-0.00948468905265549,0.12375653185059754,1,Standard Value,1,184.16666666666666,High
Volvo,S80,240.0,33.0,43700.0,10.685126264117057,-0.42349764795962785,0.9282980716944074,-0.02672564039984071,0.07456855564865705,1,Standard Value,2,182.08333333333334,High
Volvo,S90,283.0,32.5,51700.0,10.853232402669228,-0.09657323936333706,0.8481333429686256,0.22803883607177083,0.007942647152930249,1,Standard Value,1,182.68551236749116,High
Volvo,V50,227.0,30.0,30925.0,10.339352533035376,-0.5223352598608321,0.44730969933971715,-0.5507449554311125,-0.1519478222167443,1,Standard Value,2,136.23348017621146,Low
Volvo,V60,250.0,29.0,41750.0,10.639478682087963,-0.3474687157279323,0.28698024188815374,-0.09590444872888926,0.019633632063422723,1,Standard Value,1,167.0,Mid
Volvo,V60 Cross Country,250.0,28.0,43175.0,10.673040064298478,-0.3474687157279323,0.1266507844365903,-0.04504224915566021,0.06579886363218712,1,Standard Value,1,172.7,Mid
Volvo,V70,235.0,27.0,35775.0,10.48503255651477,-0.4615121140754756,-0.033678673014973105,-0.329967206124938,-0.01911114984910789,1,Standard Value,1,152.2340425531915,Mid
Volvo,XC60,300.0,27.0,43600.0,10.682835364853922,0.03267594543054534,-0.033678673014973105,-0.03019749310223781,-0.17844981797939496,0,High Value,1,145.33333333333334,Mid
Volvo,XC70,240.0,26.0,41250.0,10.627430633893226,-0.42349764795962785,-0.19400813046653653,-0.11416323878422317,0.10509987093257322,1,Standard Value,1,171.875,Mid
Volvo,XC90,250.0,25.0,51250.0,10.844490409005417,-0.3474687157279323,-0.35433758791809994,0.21479036425354592,0.2750607564138754,1,Standard Value,1,205.0,High
